M_{10}	N_{10}	1
M_{11}	S_{11}	1
N	O	1
N	I	1
N	Z	1
N_2	M_2	1
N_3	J_3	1
N_3	Q_9	1
N_3	V_9	1
N_4	Q_4	1
N_5	K_5	1
N_6	D_7	1
N_7	E_8	1
N_7	M_7	1
N_8	L_8	1
N_9	J_9	1
N_9	B_{10}	1
N_9	W_9	1
N_{10}	F_{12}	1
N_{11}	A_2	1
O_1	Q_1	1
O_1	D_2	1
O_1	S	1
O_3	Q_3	1
O_3	N_3	1
O_3	P_3	1
O_4	Q_4	1
O_4	O_9	1
O_5	P_5	1
O_5	N_5	1
O_6	N_6	1
O_6	T_7	1
O_6	L_6	1
O_7	W_7	1
O_7	N_7	1
O_8	R_8	1
O_9	B_4	1
O_{11}	L_{11}	1
O_{11}	C_2	1
P	G	1
P_1	R_1	1
P_1	Q_1	1
P_1	U	1
P_2	P_{10}	1
P_2	T_2	1
P_3	S_3	1
P_5	M_5	1
P_8	O_8	1
P_9	I_9	1
P_{10}	Z_2	1
P_{10}	Q_{10}	1
P_{11}	F_{11}	1
Q	R	1
Q_1	D_2	1
Q_2	P_2	1
Q_2	S_2	1
Q_3	R_3	1
Q_3	I_3	1
Q_3	T_3	1
Q_4	C_8	1
Q_5	P_5	1
Q_5	U_4	1
Q_6	O_6	1
Q_6	S_6	1
Q_7	B_8	1
Q_9	R_8	1
Q_9	P_9	1
Q_9	R_9	1
Q_9	M_3	1
Q_{10}	N_2	1
Q_{10}	K_1	1
Q_{11}	P_{11}	1
Q_{11}	R_{11}	1
R	L_1	1
R_1	D_2	1
R_1	C_2	1
R_3	S_3	1
R_4	C_8	1
R_5	O_5	1
R_7	U_7	1
R_8	B_8	1
R_8	S_8	1
R_9	O_3	1
R_{10}	K_1	1
R_{10}	N_2	1
R_{10}	T_{10}	1
R_{11}	K_{11}	1
S	L_1	1
S	N	1
S_1	M_1	1
S_2	R_2	1
S_3	D_4	1
S_3	P_8	1
S_4	V_4	1
S_4	M_4	1
S_5	L_7	1
S_5	R_5	1
S_5	V_5	1
S_5	M_7	1
S_6	T_6	1
S_6	L_6	1
S_6	T_7	1
S_7	S_8	1
S_8	U_7	1
S_8	B_8	1
S_8	V_8	1
S_{10}	R_{10}	1
S_{11}	K_{11}	1
S_{11}	R_{11}	1
T_1	D_2	1
T_1	C_2	1
T_2	U_2	1
T_2	S_2	1
T_3	B_3	1
T_4	C_8	1
T_4	Q_5	1
T_5	S_5	1
T_6	U_6	1
T_7	C_7	1
T_7	S_7	1
T_9	Q_9	1
T_{10}	V_1	1
T_{11}	C_{11}	1
T_{11}	P_{11}	1
U	M	1
U	S	1
U_1	D_2	1
U_1	V_1	1
U_1	T_1	1
U_1	W_1	1
U_2	P_{10}	1
U_3	T_3	1
U_4	S_4	1
U_5	T_5	1
U_7	B_7	1
U_{10}	T_{10}	1
U_{10}	L_2	1
V	C_2	1
V	I_{12}	1
V_1	D_2	1
V_2	U_2	1
V_2	Z_2	1
V_3	Z_3	1
V_3	U_3	1
V_3	R_3	1
V_4	L_5	1
V_4	R_4	1
V_5	U_5	1
V_8	T_7	1
V_8	R_8	1
V_8	E_9	1
V_8	F_9	1
V_8	I_9	1
V_9	S_9	1
V_9	T_9	1
V_9	M_3	1
V_9	Z_{10}	1
V_{10}	H_{10}	1
V_{11}	U_{11}	1
W	V	1
W_1	H_2	1
W_1	V_1	1
W_3	C_3	1
W_3	T_3	1
W_3	U_3	1
W_4	V_4	1
W_5	E_6	1
W_5	V_5	1
W_7	Z_7	1
W_9	I_9	1
W_9	V_9	1
W_9	V_{10}	1
W_{11}	C_{11}	1
Z	M_1	1
Z_1	F_2	1
Z_1	U_1	1
Z_2	A_3	1
Z_2	W_2	1
Z_3	B_4	1
Z_3	W_3	1
Z_4	W_4	1
Z_5	W_5	1
Z_6	T_7	1
Z_6	S_6	1
Z_7	A_8	1
Z_9	A_{10}	1
Z_{10}	F_2	1
Z_{10}	F_{11}	1
Z_{10}	A_{11}	1
Z_{11}	C_{12}	1
Z_{11}	A_{12}	1
Z_{11}	W_{11}	1
